district name,amenity type,source node,amenity type
Charlottenburg-Wilmersdorf,mall,65,614
Friedrichshain-Kreuzberg,wool,65,192
Marzahn-Hellersdorf,copyshop,65,114
Mitte,no,65,97
Charlottenburg-Wilmersdorf,watches,65,981
Friedrichshain-Kreuzberg,weapons,65,93
Charlottenburg-Wilmersdorf,pastry,65,676
Charlottenburg-Wilmersdorf,weapons,65,121
Charlottenburg-Wilmersdorf,wholesale,65,1019
Steglitz-Zehlendorf,estate_agent,65,226
Mitte,tofu,65,78
Friedrichshain-Kreuzberg,paint,65,450
Charlottenburg-Wilmersdorf,frame,65,1008
Charlottenburg-Wilmersdorf,craft,65,628
Treptow-Köpenick,bakery,65,2804
Charlottenburg-Wilmersdorf,sewing,65,282
Charlottenburg-Wilmersdorf,scuba_diving,65,241
Charlottenburg-Wilmersdorf,bed,65,891
Steglitz-Zehlendorf,pottery,65,266
Charlottenburg-Wilmersdorf,household_linen,65,178
Charlottenburg-Wilmersdorf,hifi,65,969
Friedrichshain-Kreuzberg,grocery,65,155
Lichtenberg,toys,65,296
Charlottenburg-Wilmersdorf,health_food,65,575
Charlottenburg-Wilmersdorf,collector,65,396
Tempelhof-Schöneberg,video_games,65,247
Charlottenburg-Wilmersdorf,hairdresser_supply,65,474
Charlottenburg-Wilmersdorf,car_parts,65,817
Steglitz-Zehlendorf,tea,65,411
Charlottenburg-Wilmersdorf,ice_cream,65,374
Charlottenburg-Wilmersdorf,wigs,65,336
Charlottenburg-Wilmersdorf,e-cigarette,65,735
Tempelhof-Schöneberg,art,65,5121
Charlottenburg-Wilmersdorf,fashion_accessories,65,622
Friedrichshain-Kreuzberg,chocolate,65,499
Spandau,fabric,65,173
Charlottenburg-Wilmersdorf,erotic,65,622
Tempelhof-Schöneberg,pet_grooming,65,843
Charlottenburg-Wilmersdorf,fabric,65,643
Friedrichshain-Kreuzberg,party,64,185
Tempelhof-Schöneberg,music,64,1033
Tempelhof-Schöneberg,video,64,165
Tempelhof-Schöneberg,erotic,64,773
Marzahn-Hellersdorf,greengrocer,64,380
Tempelhof-Schöneberg,computer,64,1682
Tempelhof-Schöneberg,pawnbroker,64,707
Mitte,boom_barrier,64,81
Friedrichshain-Kreuzberg,power_tools,64,90
Charlottenburg-Wilmersdorf,vacuum_cleaner,64,94
Charlottenburg-Wilmersdorf,gemstones,64,119
Steglitz-Zehlendorf,charity,64,358
Tempelhof-Schöneberg,antiques,64,4538
Steglitz-Zehlendorf,second_hand,63,436
Mitte,pasta,63,80
Charlottenburg-Wilmersdorf,hookah,63,186
Friedrichshain-Kreuzberg,printer_ink,63,188
Steglitz-Zehlendorf,musical_instrument,63,744
Friedrichshain-Kreuzberg,hifi,63,435
Friedrichshain-Kreuzberg,no,63,134
Tempelhof-Schöneberg,rental,63,547
Friedrichshain-Kreuzberg,bathroom_furnishing,63,183
Marzahn-Hellersdorf,furniture,63,398
Friedrichshain-Kreuzberg,packing_material,63,83
Charlottenburg-Wilmersdorf,auction,63,245
Tempelhof-Schöneberg,hifi,63,1063
Reinickendorf,supermarket,63,7203
Spandau,laundry,63,184
Marzahn-Hellersdorf,tattoo,63,175
Spandau,funeral_directors,63,339
Spandau,electronics,63,309
Tempelhof-Schöneberg,lighting,63,1095
Lichtenberg,hearing_aids,63,379
Spandau,tailor,63,253
